id,name_en,name_zh,category_id,cost,fling_power,fling_effect_id,description
1407,dynamax-crystal-uma3323,★UMa3323,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1408,dynamax-crystal-uma4033,★UMa4033,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1409,dynamax-crystal-uma4377,★UMa4377,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1410,dynamax-crystal-uma4375,★UMa4375,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1411,dynamax-crystal-uma4518,★UMa4518,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1412,dynamax-crystal-uma3594,★UMa3594,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1413,dynamax-crystal-vir5056,★Vir5056,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1414,dynamax-crystal-vir4825,★Vir4825,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1415,dynamax-crystal-vir4932,★Vir4932,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1416,dynamax-crystal-vir4540,★Vir4540,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1417,dynamax-crystal-vir4689,★Vir4689,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1418,dynamax-crystal-vir5338,★Vir5338,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1419,dynamax-crystal-vir4910,★Vir4910,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1420,dynamax-crystal-vir5315,★Vir5315,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1421,dynamax-crystal-vir5359,★Vir5359,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1422,dynamax-crystal-vir5409,★Vir5409,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1423,dynamax-crystal-vir5107,★Vir5107,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1424,dynamax-crystal-ari617,★Ari617,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1425,dynamax-crystal-ari553,★Ari553,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1426,dynamax-crystal-ari546,★Ari546,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1427,dynamax-crystal-ari951,★Ari951,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1428,dynamax-crystal-ori1713,★Ori1713,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1429,dynamax-crystal-ori2061,★Ori2061,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1430,dynamax-crystal-ori1790,★Ori1790,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1431,dynamax-crystal-ori1903,★Ori1903,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1432,dynamax-crystal-ori1948,★Ori1948,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1433,dynamax-crystal-ori2004,★Ori2004,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1434,dynamax-crystal-ori1852,★Ori1852,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1435,dynamax-crystal-ori1879,★Ori1879,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1436,dynamax-crystal-ori1899,★Ori1899,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1437,dynamax-crystal-ori1543,★Ori1543,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1438,dynamax-crystal-cas21,★Cas21,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1439,dynamax-crystal-cas168,★Cas168,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1440,dynamax-crystal-cas403,★Cas403,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1441,dynamax-crystal-cas153,★Cas153,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1442,dynamax-crystal-cas542,★Cas542,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1443,dynamax-crystal-cas219,★Cas219,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1444,dynamax-crystal-cas265,★Cas265,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1445,dynamax-crystal-cnc3572,★Cnc3572,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1446,dynamax-crystal-cnc3208,★Cnc3208,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1447,dynamax-crystal-cnc3461,★Cnc3461,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1448,dynamax-crystal-cnc3449,★Cnc3449,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1449,dynamax-crystal-cnc3429,★Cnc3429,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1450,dynamax-crystal-cnc3627,★Cnc3627,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1451,dynamax-crystal-cnc3268,★Cnc3268,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1452,dynamax-crystal-cnc3249,★Cnc3249,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1453,dynamax-crystal-com4968,★Com4968,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1454,dynamax-crystal-crv4757,★Crv4757,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1455,dynamax-crystal-crv4623,★Crv4623,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1456,dynamax-crystal-crv4662,★Crv4662,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1457,dynamax-crystal-crv4786,★Crv4786,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1458,dynamax-crystal-aur1708,★Aur1708,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1459,dynamax-crystal-aur2088,★Aur2088,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1460,dynamax-crystal-aur1605,★Aur1605,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1461,dynamax-crystal-aur2095,★Aur2095,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1462,dynamax-crystal-aur1577,★Aur1577,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1463,dynamax-crystal-aur1641,★Aur1641,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1464,dynamax-crystal-aur1612,★Aur1612,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1465,dynamax-crystal-pav7790,★Pav7790,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1466,dynamax-crystal-cet911,★Cet911,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1467,dynamax-crystal-cet681,★Cet681,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1468,dynamax-crystal-cet188,★Cet188,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1469,dynamax-crystal-cet539,★Cet539,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1470,dynamax-crystal-cet804,★Cet804,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1471,dynamax-crystal-cep8974,★Cep8974,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1472,dynamax-crystal-cep8162,★Cep8162,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1473,dynamax-crystal-cep8238,★Cep8238,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1474,dynamax-crystal-cep8417,★Cep8417,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1475,dynamax-crystal-cen5267,★Cen5267,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1476,dynamax-crystal-cen5288,★Cen5288,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1477,dynamax-crystal-cen551,★Cen551,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1478,dynamax-crystal-cen5459,★Cen5459,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1479,dynamax-crystal-cen5460,★Cen5460,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1480,dynamax-crystal-cmi2943,★CMi2943,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1481,dynamax-crystal-cmi2845,★CMi2845,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1482,dynamax-crystal-equ8131,★Equ8131,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1483,dynamax-crystal-vul7405,★Vul7405,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1484,dynamax-crystal-umi424,★UMi424,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1485,dynamax-crystal-umi5563,★UMi5563,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1486,dynamax-crystal-umi5735,★UMi5735,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1487,dynamax-crystal-umi6789,★UMi6789,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1488,dynamax-crystal-crt4287,★Crt4287,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1489,dynamax-crystal-lyr7001,★Lyr7001,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1490,dynamax-crystal-lyr7178,★Lyr7178,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1491,dynamax-crystal-lyr7106,★Lyr7106,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1492,dynamax-crystal-lyr7298,★Lyr7298,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1493,dynamax-crystal-ara6585,★Ara6585,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1494,dynamax-crystal-sco6134,★Sco6134,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1495,dynamax-crystal-sco6527,★Sco6527,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1496,dynamax-crystal-sco6553,★Sco6553,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1497,dynamax-crystal-sco5953,★Sco5953,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1498,dynamax-crystal-sco5984,★Sco5984,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1499,dynamax-crystal-sco6508,★Sco6508,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1500,dynamax-crystal-sco6084,★Sco6084,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1501,dynamax-crystal-sco5944,★Sco5944,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1502,dynamax-crystal-sco6630,★Sco6630,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1503,dynamax-crystal-sco6027,★Sco6027,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1504,dynamax-crystal-sco6247,★Sco6247,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1505,dynamax-crystal-sco6252,★Sco6252,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1506,dynamax-crystal-sco5928,★Sco5928,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1507,dynamax-crystal-sco6241,★Sco6241,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1508,dynamax-crystal-sco6165,★Sco6165,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1509,dynamax-crystal-tri544,★Tri544,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1510,dynamax-crystal-leo3982,★Leo3982,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1511,dynamax-crystal-leo4534,★Leo4534,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1512,dynamax-crystal-leo4357,★Leo4357,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1513,dynamax-crystal-leo4057,★Leo4057,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1514,dynamax-crystal-leo4359,★Leo4359,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1515,dynamax-crystal-leo4031,★Leo4031,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1516,dynamax-crystal-leo3852,★Leo3852,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1517,dynamax-crystal-leo3905,★Leo3905,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1518,dynamax-crystal-leo3773,★Leo3773,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1519,dynamax-crystal-gru8425,★Gru8425,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1520,dynamax-crystal-gru8636,★Gru8636,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1521,dynamax-crystal-gru8353,★Gru8353,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1522,dynamax-crystal-lib5685,★Lib5685,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1523,dynamax-crystal-lib5531,★Lib5531,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1524,dynamax-crystal-lib5787,★Lib5787,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1525,dynamax-crystal-lib5603,★Lib5603,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1526,dynamax-crystal-pup3165,★Pup3165,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1527,dynamax-crystal-pup3185,★Pup3185,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1528,dynamax-crystal-pup3045,★Pup3045,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1529,dynamax-crystal-cyg7924,★Cyg7924,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1530,dynamax-crystal-cyg7417,★Cyg7417,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1531,dynamax-crystal-cyg7796,★Cyg7796,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1532,dynamax-crystal-cyg8301,★Cyg8301,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1533,dynamax-crystal-cyg7949,★Cyg7949,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1534,dynamax-crystal-cyg7528,★Cyg7528,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1535,dynamax-crystal-oct7228,★Oct7228,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1536,dynamax-crystal-col1956,★Col1956,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1537,dynamax-crystal-col2040,★Col2040,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1538,dynamax-crystal-col2177,★Col2177,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1539,dynamax-crystal-gem2990,★Gem2990,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1540,dynamax-crystal-gem2891,★Gem2891,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1541,dynamax-crystal-gem2421,★Gem2421,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1542,dynamax-crystal-gem2473,★Gem2473,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1543,dynamax-crystal-gem2216,★Gem2216,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1544,dynamax-crystal-gem2777,★Gem2777,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1545,dynamax-crystal-gem2650,★Gem2650,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1546,dynamax-crystal-gem2286,★Gem2286,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1547,dynamax-crystal-gem2484,★Gem2484,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1548,dynamax-crystal-gem2930,★Gem2930,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1549,dynamax-crystal-peg8775,★Peg8775,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1550,dynamax-crystal-peg8781,★Peg8781,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1551,dynamax-crystal-peg39,★Peg39,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1552,dynamax-crystal-peg8308,★Peg8308,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1553,dynamax-crystal-peg8650,★Peg8650,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1554,dynamax-crystal-peg8634,★Peg8634,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1555,dynamax-crystal-peg8684,★Peg8684,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1556,dynamax-crystal-peg8450,★Peg8450,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1557,dynamax-crystal-peg8880,★Peg8880,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1558,dynamax-crystal-peg8905,★Peg8905,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1559,dynamax-crystal-oph6556,★Oph6556,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1560,dynamax-crystal-oph6378,★Oph6378,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1561,dynamax-crystal-oph6603,★Oph6603,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1562,dynamax-crystal-oph6149,★Oph6149,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1563,dynamax-crystal-oph6056,★Oph6056,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1564,dynamax-crystal-oph6075,★Oph6075,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1565,dynamax-crystal-ser5854,★Ser5854,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1566,dynamax-crystal-ser7141,★Ser7141,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1567,dynamax-crystal-ser5879,★Ser5879,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1568,dynamax-crystal-her6406,★Her6406,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1569,dynamax-crystal-her6148,★Her6148,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1570,dynamax-crystal-her6410,★Her6410,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1571,dynamax-crystal-her6526,★Her6526,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1572,dynamax-crystal-her6117,★Her6117,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1573,dynamax-crystal-her6008,★Her6008,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1574,dynamax-crystal-per936,★Per936,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1575,dynamax-crystal-per1017,★Per1017,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1576,dynamax-crystal-per1131,★Per1131,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1577,dynamax-crystal-per1228,★Per1228,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1578,dynamax-crystal-per834,★Per834,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1579,dynamax-crystal-per941,★Per941,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1580,dynamax-crystal-phe99,★Phe99,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1581,dynamax-crystal-phe338,★Phe338,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1582,dynamax-crystal-vel3634,★Vel3634,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1583,dynamax-crystal-vel3485,★Vel3485,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1584,dynamax-crystal-vel3734,★Vel3734,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1585,dynamax-crystal-aqr8232,★Aqr8232,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1586,dynamax-crystal-aqr8414,★Aqr8414,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1587,dynamax-crystal-aqr8709,★Aqr8709,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1588,dynamax-crystal-aqr8518,★Aqr8518,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1589,dynamax-crystal-aqr7950,★Aqr7950,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1590,dynamax-crystal-aqr8499,★Aqr8499,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1591,dynamax-crystal-aqr8610,★Aqr8610,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1592,dynamax-crystal-aqr8264,★Aqr8264,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1593,dynamax-crystal-cru4853,★Cru4853,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1594,dynamax-crystal-cru4730,★Cru4730,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1595,dynamax-crystal-cru4763,★Cru4763,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1596,dynamax-crystal-cru4700,★Cru4700,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1597,dynamax-crystal-cru4656,★Cru4656,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1598,dynamax-crystal-psa8728,★PsA8728,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1599,dynamax-crystal-tra6217,★TrA6217,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
1600,dynamax-crystal-cap7776,★Cap7776,49,20,,,"使用后的当天，
旷野地带的瞭望塔巨巢中
会出现[VAR (0000)]。"
