"id",name_en,name_zh,"generation_id","base_hp","base_attack","base_defense","base_sp_attack","base_sp_defense","base_speed","height","weight","base_experience","gender_rate","capture_rate","growth_rate_id","description","order"
"531","audino","差不多娃娃","5","103","60","86","60","86","50","1.1","31.0","390","4","255","3","心地善良的宝可梦。
通过触角接触，就能了解
对方的心情和身体状况。","531"
"532","timburr","搬运小匠","5","75","80","55","25","35","35","0.6","12.5","61","2","180","4","如果搬运小匠可以搬起
自己体重３倍左右的方材，
就代表它进化的日子要到了。","532"
"533","gurdurr","铁骨土人","5","85","105","85","40","50","40","1.2","40.0","142","2","90","4","能够灵巧地操纵工字钢。
虽然对拆除得心应手，
但却不太擅长组装。","533"
"534","conkeldurr","修建老匠","5","105","140","95","55","65","45","1.4","87.0","227","2","45","4","要是认真起来就会
扔掉手中的混凝土柱，
赤手空拳地扑向敌人。","534"
"535","tympole","圆蝌蚪","5","50","50","40","50","40","64","0.5","4.5","59","4","255","4","通过音波来联系伙伴。
人类和其他宝可梦都
听不见它发出的警告声。","535"
"536","palpitoad","蓝蟾蜍","5","75","65","55","65","55","69","0.8","17.0","134","4","120","4","有时也会发出悦耳的叫声。
身上突起物越大的蓝蟾蜍
越能在更广的音域来鸣叫。","536"
"537","seismitoad","蟾蜍王","5","105","95","75","85","75","74","1.5","62.0","229","4","45","4","在老年人之间广受欢迎。
因为他们觉得它身上的瘤
发出的震动拿来按摩刚刚好。","537"
"538","throh","投摔鬼","5","120","100","85","30","85","45","1.3","55.5","163","0","45","2","５只一组一起努力练习。
在练习中掉队的投摔鬼
会扔掉带子离开团队。","538"
"539","sawk","打击鬼","5","75","125","75","30","75","85","1.4","51.0","163","0","45","2","不断重复练习的打击鬼
所使出的空手劈拥有
足以劈开大海的破坏力。","539"
"540","sewaddle","虫宝包","5","45","53","70","40","60","42","0.3","2.5","62","4","255","4","","540"
"541","swadloon","宝包茧","5","55","63","90","50","80","42","0.5","7.3","133","4","120","4","","541"
"542","leavanny","保姆虫","5","75","103","80","70","80","92","1.2","20.5","225","4","45","4","","542"
"543","venipede","百足蜈蚣","5","30","45","59","30","39","57","0.4","5.3","52","4","255","4","牙齿上有剧毒。一旦
发现看上去能吃的猎物，
就会不假思索地扑上去。","543"
"544","whirlipede","车轮球","5","40","55","99","40","79","47","1.2","58.5","126","4","120","4","用坚硬的壳和带毒的刺
保护自己的身体，
积蓄进化所需的能量。","544"
"545","scolipede","蜈蚣王","5","60","100","89","55","69","112","2.5","200.5","218","4","45","4","会和焚焰蚣激烈地争夺
领地。输掉的那一方
会成为另一方的猎物。","545"
"546","cottonee","木棉球","5","40","27","60","37","50","66","0.3","0.6","56","4","190","2","将木棉球和白蓬蓬的棉花
混合后编织出的布料极其精致，
因此常被高级品牌选用。","546"
"547","whimsicott","风妖精","5","60","67","85","77","75","116","0.7","6.6","168","4","75","2","每当沐浴阳光，身上的棉花
就会膨胀。如果膨胀过了头，
它就会把棉花扯开到处乱撒。","547"
"548","petilil","百合根娃娃","5","45","35","50","70","50","30","0.5","6.6","56","8","190","2","叶子的颜色越深就越健康。
有时也会在被精心照料过的
田地或花坛里定居下来。","548"
"549","lilligant","裙儿小姐","5","70","60","75","110","75","90","1.1","16.3","168","8","75","2","用它的花朵制成的精油
虽有着极致香气，但价格
同时也贵得令人大跌眼镜。","549"
"550","basculin","野蛮鲈鱼","5","70","92","65","80","55","98","1.0","18.0","161","4","25","2","从前也曾经登上餐桌。
红条纹野蛮鲈鱼的肉脂肪含量高，
适合年轻人食用。","550"
"551","sandile","黑眼鳄","5","50","72","35","35","35","65","0.7","15.2","58","4","180","4","个头虽小，腰腿却很有力。
会拨开沙子，在沙漠里
犹如游泳般地自在移动。","551"
"552","krokorok","混混鳄","5","60","82","45","45","45","74","1.0","33.4","123","4","90","4","虽然拥有能在黑暗中看清事物的
特殊双眼，但由于沙漠的夜晚寒冷，
所以一般不怎么活动。","552"
"553","krookodile","流氓鳄","5","95","117","80","65","70","92","1.5","96.3","234","4","45","4","虽然凶暴，但也有擅长忍耐的一面。
为了捕获猎物，可以在
沙子里静静等上好几天。","553"
"554","darumaka","火红不倒翁","5","70","90","45","15","45","50","0.6","37.5","63","4","120","4","在它睡觉的时候，
无论是推是拉，它都不会倒下。
因为象征着吉利而大受欢迎。","554"
"555","darmanitan","达摩狒狒","5","105","140","55","30","55","95","1.3","92.9","168","4","60","4","体内的火焰燃得越旺，
力量就越大。火焰的温度
有时甚至能超过１４００度。","555"
"556","maractus","沙铃仙人掌","5","75","86","67","106","67","60","1.0","28.0","161","4","255","2","一年散播一次种子。
花的种子营养十足，
是沙漠中贵重的食粮。","556"
"557","dwebble","石居蟹","5","50","65","85","35","35","55","0.3","14.5","65","4","190","2","如果找不到大小合适
的石头来当成自己的家，
它也会住到河马兽的洞里。","557"
"558","crustle","岩殿居蟹","5","70","105","125","65","75","45","1.4","200.0","170","4","75","2","厚实的钳子是它最大的武器。
硬度高到甚至能让
超甲狂犀的护具裂开。","558"
"559","scraggy","滑滑小子","5","50","75","70","35","70","48","0.6","11.8","70","4","180","2","用结实的皮保护身体。
据说在皮伸展到极限时，
它就会开始进化。","559"
"560","scrafty","头巾混混","5","65","90","115","45","115","58","1.1","30.0","171","4","90","2","虽然性格非常粗鲁，
但也有重视家族、
伙伴和领地的另一面。","560"
"561","sigilyph","象征鸟","5","72","58","80","103","80","97","1.4","14.0","172","4","45","2","人们在象征鸟飞过的沙漠
的地下调查，结果在那里
发现了疑似古代都市的遗迹。","561"
"562","yamask","哭哭面具","5","38","30","85","55","65","30","0.5","1.5","61","4","190","2","古代人的灵魂变成了宝可梦。
为了寻找认得自己长相的人
而在遗迹里徘徊。","562"
"563","cofagrigus","迭失棺","5","58","50","145","95","105","30","1.7","76.5","169","4","90","2","迭失棺象征着国王的财富，
因此许多古墓里
都有它的壁画。","563"
"564","tirtouga","原盖海龟","5","54","78","103","53","45","22","0.7","16.5","71","1","45","2","由化石复活的宝可梦。
人们认为它是很多
龟宝可梦的祖先。","564"
"565","carracosta","肋骨海龟","5","74","108","133","83","65","32","1.2","81.0","173","1","45","2","虽然和在水中相比动作
会变得迟缓，但是为了寻找
猎物也会登上陆地活动。","565"
"566","archen","始祖小鸟","5","55","112","45","74","45","70","0.5","9.5","71","1","45","2","被称为鸟宝可梦的祖先。
栖息在树上，以树果和
虫宝可梦为食。","566"
"567","archeops","始祖大鸟","5","75","140","65","112","65","110","1.4","32.0","177","1","45","2","虽然也会飞行，
但是似乎更擅长在
地面上捕捉猎物。","567"
"568","trubbish","破破袋","5","50","50","62","40","62","65","0.6","31.0","66","4","190","2","诞生于塞满垃圾的垃圾袋里。
它嘴里喷出的毒气
是伽勒尔双弹瓦斯的最爱。","568"
"569","garbodor","灰尘山","5","80","95","82","60","82","75","1.9","107.3","166","4","60","2","从右臂喷出的毒液十分危险，
虚弱的生物只要一沾到，
立刻就会丢掉性命。","569"
"570","zorua","索罗亚","5","40","65","40","80","40","65","0.7","12.5","66","1","75","4","为了寻找食物，有时甚至会
幻化成人类出现在城镇里。
多数情况下会幻化成小孩。","570"
"571","zoroark","索罗亚克","5","60","105","60","120","60","105","1.6","81.1","179","1","45","4","孤独的训练家会命令
索罗亚克为自己展现幻像，
借以排遣孤身一人的寂寞。","571"
"572","minccino","泡沫栗鼠","5","55","50","40","40","40","75","0.4","5.8","60","6","255","3","用尾巴互相抚摸来打招呼。
尾巴的毛比较蓬松的那一方
会表现得稍微威风些。","572"
"573","cinccino","奇诺栗鼠","5","75","95","60","65","60","115","0.5","7.5","165","6","60","3","覆盖着特别油脂的毛发
可以挡住攻击。这种油
以高价在市场上流通。","573"
"574","gothita","哥德宝宝","5","45","30","50","55","65","45","0.4","5.8","58","6","200","4","哥德宝宝会在看似无人的地方
轻声地叫。它好像是在与某种
只有它才看得见的东西说话。","574"
"575","gothorita","哥德小童","5","60","45","70","75","85","55","0.7","18.0","137","6","100","4","哥德小童的精神力量似乎会
在星光闪耀的夜晚达到最高点。
它与宇宙的关系至今不明。","575"
"576","gothitelle","哥德小姐","5","70","55","95","95","110","65","1.5","44.0","221","6","50","4","从哥德小姐那里
看到了自己下场的恶人
在那之后便销声匿迹了。","576"
"577","solosis","单卵细胞球","5","45","30","40","105","50","20","0.3","1.0","58","4","200","4","身体被特殊的液体包裹着，
许多人因此认为它
即使在宇宙中也能存活。","577"
"578","duosion","双卵细胞球","5","65","40","50","125","60","30","0.6","8.0","130","4","100","4","由于它一分为二的大脑
思考的内容几乎完全不同，
导致它的行动非常难以预测。","578"
"579","reuniclus","人造细胞卵","5","110","65","75","125","85","30","1.0","20.1","221","4","50","4","虽然有人说只要喝掉它特殊的液体
就能得到智慧，但对人造细胞卵
以外来说，那其实是剧毒。","579"
"580","ducklett","鸭宝宝","5","62","44","50","44","50","55","0.5","5.5","61","4","190","2","","580"
"581","swanna","舞天鹅","5","75","87","63","87","63","98","1.3","24.2","166","4","45","2","","581"
"582","vanillite","迷你冰","5","36","50","50","65","60","44","0.4","5.7","61","4","255","1","据说它是从冰柱中诞生的。
为了能让自己生活得更舒适，
会吐出零下５０度的冷气冻住四周。","582"
"583","vanillish","多多冰","5","51","65","65","80","75","59","1.1","41.0","138","4","120","1","性格和善，虽然会用
零下１００度的冷气冻住敌人，
但并不会伤及它们的性命。","583"
"584","vanilluxe","双倍多多冰","5","71","95","85","110","95","79","1.3","57.5","241","4","45","1","体温在零下６度左右。
据说是由２只多多冰
贴在一起而诞生的。","584"
"585","deerling","四季鹿","5","60","60","50","40","50","75","0.6","19.5","67","4","190","2","","585"
"586","sawsbuck","萌芽鹿","5","80","100","70","60","70","95","1.9","92.5","166","4","75","2","","586"
"587","emolga","电飞鼠","5","55","75","60","75","60","103","0.4","5.0","150","4","200","2","最喜欢甜甜的树果。有时也会
因为在脸颊的袋子里囤了太多
食物而无法好好飞行。","587"
"588","karrablast","盖盖虫","5","50","75","45","40","45","60","0.5","5.9","63","4","200","2","用嘴里吐出的液体
来溶化小嘴蜗的壳，
只会去吃里面的身体。","588"
"589","escavalier","骑士蜗牛","5","70","135","105","60","105","20","1.0","33.0","173","4","75","2","会举起长矛突击敌人。
有一幅名画描绘着
它和葱游兵决斗的场景。","589"
"590","foongus","哎呀球菇","5","69","55","45","55","55","15","0.2","1.0","59","4","190","2","从双手喷出的孢子虽然
含有剧毒，但据说彻底干燥后
可以用作治疗肠胃的药。","590"
"591","amoonguss","败露球菇","5","114","85","70","85","80","30","0.6","10.5","162","4","75","2","平常一般不太动。
只是一动不动地待在
掉落于地面的精灵球旁边。","591"
"592","frillish","轻飘飘","5","55","40","50","65","85","40","1.2","33.0","67","4","190","2","据流传至今的传说里所述，
它是由沉没到海底的古代都市
的居民变成的宝可梦。","592"
"593","jellicent","胖嘟嘟","5","100","60","70","85","105","60","2.2","135.0","168","4","60","2","每到满月时，胖嘟嘟会
成群结队地来到海面上。
这么做是为了等待猎物上门。","593"
"594","alomomola","保姆曼波","5","165","75","80","40","45","65","1.2","31.6","165","4","75","3","之所以会救助体弱的宝可梦，
好像是因为盯上它们的
宝可梦也会攻击它自己。","594"
"595","joltik","电电虫","5","50","47","50","57","50","65","0.1","0.6","64","4","190","2","会附在其他宝可梦身上
吸取静电。经常会把自己
贴在来电汪的屁股上。","595"
"596","galvantula","电蜘蛛","5","70","77","60","97","60","108","0.8","14.3","165","4","75","2","为了捕捉不太会飞的幼鸟，
会在鸟宝可梦的巢穴附近
用带电的丝设下陷阱。","596"
"597","ferroseed","种子铁球","5","44","50","91","24","86","10","0.6","18.8","61","4","255","2","偏爱长着青苔的洞窟。
青苔中所含的酶能使它的
尖刺成长得又大又结实。","597"
"598","ferrothorn","坚果哑铃","5","74","94","131","54","116","20","1.0","110.0","171","4","90","2","拥有比钢铁还坚硬的尖刺。
会利用触手上的尖刺
攀附在岩壁上移动。","598"
"599","klink","齿轮儿","5","40","55","70","45","60","30","0.3","21.0","60","-1","130","4","据说在很久以前，
是看到了齿轮儿的人
发明了齿轮的构造。","599"
"600","klang","齿轮组","5","60","80","95","70","85","50","0.6","51.0","154","-1","60","4","被认为是工业技术的象征。
有许多伽勒尔当地的公司
选择它作为企业的标志。","600"
"601","klinklang","齿轮怪","5","60","100","115","70","85","90","0.6","81.0","234","-1","30","4","让３个齿轮高速旋转。
新增出来的那个带着
尖刺的齿轮并不是生物。","601"
"602","tynamo","麻麻小鱼","5","35","55","40","45","40","60","0.2","0.3","55","4","190","1","","602"
"603","eelektrik","麻麻鳗","5","65","85","70","75","70","40","1.2","22.0","142","4","60","1","","603"
"604","eelektross","麻麻鳗鱼王","5","85","115","80","105","80","50","2.1","80.5","232","4","30","1","","604"
"605","elgyem","小灰怪","5","55","55","55","85","55","30","0.5","9.0","67","4","255","2","在大约５０年前被发现的宝可梦。
会用又大又发达的大脑
操纵精神力量。","605"
"606","beheeyem","大宇怪","5","75","75","75","125","95","40","1.0","34.5","170","4","90","2","能控制对方的记忆。
经常有人看到它
在麦田的上方徘徊。","606"
"607","litwick","烛光灵","5","50","30","55","65","55","20","0.3","3.1","55","4","190","4","吸取到的灵魂越年轻，
头上的烛光就会
燃烧得越旺越诡异。","607"
"608","lampent","灯火幽灵","5","60","40","60","95","60","55","0.6","13.0","130","4","90","4","伪装成灯的样子藏身在城镇里。
一旦发现了临近死期的人，
便会悄悄地跟在后面。","608"
"609","chandelure","水晶灯火灵","5","60","55","90","145","90","80","1.0","34.3","234","4","45","4","据说在用水晶灯火灵
来充当照明设备的房子里，
丧事会接连不断。","609"
"610","axew","牙牙","5","46","87","60","30","40","57","0.6","18.0","64","4","75","1","会和伙伴们一起互撞牙齿来玩。
折断的牙齿会马上长出来，
所以丝毫都不会去在意。","610"
"611","fraxure","斧牙龙","5","66","117","70","40","50","67","1.0","36.0","144","4","60","1","皮肤像盔甲一样坚硬。
非常擅长在撞击的同时
用牙齿猛刺的战法。","611"
"612","haxorus","双斧战龙","5","76","147","90","60","70","97","1.8","105.5","243","4","45","1","性格温和，但生起气来非常恐怖。
会用自己那引以为傲，可以
削铁如泥的牙齿攻击敌人。","612"
"613","cubchoo","喷嚏熊","5","55","70","40","60","40","40","0.5","8.5","61","4","120","2","使出招式前会先倒吸鼻涕。
鼻涕里所含有的强烈冷气
是冰属性招式的能量来源。","613"
"614","beartic","冻原熊","5","95","130","80","70","80","50","2.6","260.0","177","4","60","2","在冰冷的大海里精力十足地游泳。
感到疲劳的时候会吐出气息
冻结海水，在冰面上休息。","614"
"615","cryogonal","几何雪花","5","80","50","50","95","135","105","1.1","148.0","180","-1","25","2","天气一热就会化为水蒸气。
到了夏天几乎到处都
看不到它的踪影。","615"
"616","shelmet","小嘴蜗","5","50","40","85","40","65","25","0.4","7.7","61","4","200","2","有着会对电能产生反应
的奇异体质。不知为何，
和盖盖虫待在一起就会进化。","616"
"617","accelgor","敏捷虫","5","80","70","40","100","60","145","0.8","25.3","173","4","75","2","脱壳后变得更轻巧了。
为了防止干燥，会将
带状的粘膜裹在身上。","617"
"618","stunfisk","泥巴鱼","5","109","66","84","81","99","32","0.7","11.0","165","4","75","2","当从身上的黄色斑纹
里释放出强大电流时，
它会莫名地露出微笑。","618"
"619","mienfoo","功夫鼬","5","45","85","50","55","50","65","0.9","20.0","70","4","180","4","个头虽小脾气却很暴躁。
面对疏忽大意接近自己的
对手，会施展出华丽的连击。","619"
"620","mienshao","师父鼬","5","65","125","60","95","60","105","1.4","35.5","179","4","45","4","以迅雷不及掩耳的速度
使出踢击，即使是巨大的
岩石也能击得粉碎。","620"
"621","druddigon","赤面龙","5","77","120","90","60","90","48","1.6","139.0","170","4","45","2","性情凶暴而狡猾。
会把其他宝可梦挖出的巢穴
抢来当做自己的住处。","621"
"622","golett","泥偶小人","5","59","74","50","35","50","35","1.0","92.0","61","-1","190","2","用黏土制成的宝可梦。
即使现在也一直遵循着
数千年前主人的命令。","622"
"623","golurk","泥偶巨人","5","89","124","80","55","80","55","2.8","330.0","169","-1","90","2","虽然有人认为它体内
有着生成能量的永动机，
但至今仍未得到证实。","623"
"624","pawniard","驹刀小兵","5","45","85","70","40","40","60","0.5","10.2","68","4","120","2","以劈斩司令为首领组成族群。
目标是有朝一日能统领同类，
所以每天都在不懈地锻炼。","624"
"625","bisharp","劈斩司令","5","65","125","100","60","70","70","1.6","70.0","172","4","45","2","为了抢占能找到磨刀石
的地方，和斧牙龙展开了
激烈的斗争。","625"
"626","bouffalant","爆炸头水牛","5","95","110","95","40","95","55","1.6","94.6","172","4","45","2","会以约２０只的规模群居。
不知为何，背叛了族群的
爆炸头水牛脑袋上的毛会脱落。","626"
"627","rufflet","毛头小鹰","5","70","83","50","37","50","60","0.5","10.5","70","0","190","1","握力强，能把坚硬的树果
弄得粉碎。性急爱吵架，
无论对谁都会挑起战斗。","627"
"628","braviary","勇士雄鹰","5","100","123","75","57","75","80","1.5","41.0","179","0","60","1","性格粗暴、血气方刚，
因此被钢铠鸦夺走了
伽勒尔运送员的地位。","628"
"629","vullaby","秃鹰丫头","5","70","55","75","45","65","60","0.5","9.0","74","8","190","1","由于很快就会长大，
屁股上的骸骨会接着传给
巢里更小的秃鹰丫头用。","629"
"630","mandibuzz","秃鹰娜","5","110","65","105","55","95","80","1.2","39.5","179","8","60","1","把捡来的骨头装饰在身上。
在骨头形状这方面
似乎也是有流行趋势的。","630"
"631","heatmor","熔蚁兽","5","85","97","66","105","66","65","1.4","58.0","169","4","90","2","将火焰当成舌头来使用。
会一点一点地熔化铁蚁
坚硬的外骨骼，然后把它吃掉。","631"
"632","durant","铁蚁","5","58","109","112","48","48","109","0.3","33.0","169","4","90","2","巨大的颚部能咬碎岩石。
为了不让沙螺蟒把蛋抢走，
会和其他同类一起并肩战斗。","632"
"633","deino","单首龙","5","52","65","50","45","50","38","0.8","17.3","60","4","45","1","因为眼睛看不见，
所以会又撞又咬，
来判断四周的状况。","633"
"634","zweilous","双首暴龙","5","72","85","70","65","70","58","1.4","50.0","147","4","45","1","２个头会争抢同一个食物。
明明没有去和别人战斗，
却总是遍体鳞伤。","634"
"635","hydreigon","三首恶龙","5","92","105","90","125","90","98","1.8","160.0","270","4","45","1","３个头会轮流去咬敌人。
在对方倒下之前，
绝对不会停止攻击。","635"
"636","larvesta","燃烧虫","5","55","85","55","50","55","60","1.1","28.8","72","4","45","1","全身都相当温暖。
会从角的尖端喷出火焰，
借此威吓天敌或猎物。","636"
"637","volcarona","火神蛾","5","85","60","65","135","105","100","1.6","46.0","248","4","15","1","从熊熊燃烧的火焰之茧中
诞生。在古代的壁画上
被描绘为火之神。","637"
"638","cobalion","勾帕路翁","5","91","90","129","90","72","108","2.1","250.0","261","-1","3","1","生来就具有领导风范。
即使是性格狂暴的宝可梦，
在勾帕路翁面前也会变得温顺。","638"
"639","terrakion","代拉基翁","5","91","129","90","72","90","108","1.9","260.0","261","-1","3","1","代拉基翁为保护宝可梦
而与人类作战的传说
在合众地区广为流传。","639"
"640","virizion","毕力吉翁","5","91","90","72","90","129","108","2.0","200.0","261","-1","3","1","以敏捷的身手像旋风一般将敌人
玩弄于股掌之中，会用锋利的角
毫不留情地切斩对手。","640"
"641","tornadus","龙卷云","5","79","115","70","125","80","111","1.5","63.0","261","0","3","1","","641"
"642","thundurus","雷电云","5","79","115","70","125","80","111","1.5","61.0","261","0","3","1","","642"
"643","reshiram","莱希拉姆","5","100","120","100","150","120","90","3.2","330.0","306","-1","3","1","在神话的叙述里，如果人类
蔑视真实、放纵欲望，它就会
用火焰烧尽他们的王国。","643"
"644","zekrom","捷克罗姆","5","100","150","120","120","100","90","2.9","345.0","306","-1","3","1","在神话的描述里，如果人类
失去了正义之心，它就会用
狂暴的雷电毁灭他们的王国。","644"
"645","landorus","土地云","5","89","125","90","115","80","101","1.5","68.0","270","0","3","1","","645"
"646","kyurem","酋雷姆","5","125","130","90","130","90","95","3.0","325.0","297","-1","3","1","为了稳定细胞组织，
它似乎用自己制造出
的冷气冰冻着身体。","646"
"647","keldeo","凯路迪欧","5","91","72","90","129","90","108","1.4","48.5","261","-1","3","1","据说当它挺过了艰难的战斗，
额头上的角就能得到锻炼，
从而激发出自己真正的力量。","647"
"648","meloetta","美洛耶塔","5","100","77","77","128","128","90","0.6","6.5","270","-1","3","1","","648"
"649","genesect","盖诺赛克特","5","71","120","95","120","95","99","1.5","82.5","270","-1","3","1","","649"
"650","chespin","哈力栗","6","56","61","65","48","45","38","0.4","9.0","63","1","45","4","","650"
"651","quilladin","胖胖哈力","6","61","78","95","56","58","57","0.7","29.0","142","1","45","4","","651"
"652","chesnaught","布里卡隆","6","88","107","122","74","75","64","1.6","90.0","239","1","45","4","","652"
"653","fennekin","火狐狸","6","40","45","40","62","60","60","0.4","9.4","61","1","45","4","","653"
"654","braixen","长尾火狐","6","59","59","58","90","70","73","1.0","14.5","143","1","45","4","","654"
"655","delphox","妖火红狐","6","75","69","72","114","100","104","1.5","39.0","240","1","45","4","","655"
"656","froakie","呱呱泡蛙","6","41","56","40","62","44","71","0.3","7.0","63","1","45","4","","656"
"657","frogadier","呱头蛙","6","54","63","52","83","56","97","0.6","10.9","142","1","45","4","","657"
"658","greninja","甲贺忍蛙","6","72","95","67","103","71","122","1.5","40.0","239","1","45","4","","658"
"659","bunnelby","掘掘兔","6","38","36","38","32","36","57","0.4","5.0","47","4","255","2","对危险很敏感。只要听到
钢铠鸦拍打翅膀的声音，
就会马上挖洞钻进地下藏身。","659"
"660","diggersby","掘地兔","6","85","56","77","50","77","78","1.0","42.4","148","4","127","2","肚子上的体毛保温性能优秀。
在过去，人们会用它的落毛
来制作保暖服装。","660"
"661","fletchling","小箭雀","6","45","50","43","40","38","62","0.3","1.7","56","4","255","4","一旦兴奋体温就会
急剧上升。赤手去摸
甚至有可能会被灼伤。","661"
"662","fletchinder","火箭雀","6","62","73","55","56","52","84","0.7","16.0","134","4","120","4","领地意识很强，性格好战。
火箭雀彼此之间会为了
觅食的地方发生争斗。","662"
"663","talonflame","烈箭鹰","6","78","81","71","74","69","126","1.2","24.5","175","4","45","4","会以５００公里的时速进行突击。
不给猎物留下逃跑的机会，
直接以猛烈的踢击将其解决。","663"
"664","scatterbug","粉蝶虫","6","38","35","40","27","25","35","0.3","2.5","40","4","255","2","","664"
"665","spewpa","粉蝶蛹","6","45","22","60","27","30","29","0.3","8.4","75","4","120","2","","665"
"666","vivillon","彩粉蝶","6","80","52","50","90","50","89","1.2","17.0","185","4","45","2","","666"
"667","litleo","小狮狮","6","62","50","58","73","54","72","0.6","13.5","74","7","220","4","血气方刚且好奇心旺盛。
如果生气或是开始战斗，
短短的鬃毛就会变热。","667"
"668","pyroar","火炎狮","6","86","68","72","109","66","106","1.5","81.5","177","7","65","4","会吐出摄氏６０００度的气息，
但不会用于猎物。
因为更喜欢吃生的肉。","668"
"669","flabebe","花蓓蓓","6","44","38","39","61","79","42","0.1","0.1","61","8","225","2","头上的冠是收集花粉做成的。
蕴藏着治愈的效果。","669"
"670","floette","花叶蒂","6","54","45","47","75","98","52","0.2","0.9","130","8","120","2","把自己的力量给花，用心地照料。
绝不原谅那些破坏花坛者。","670"
"671","florges","花洁夫人","6","78","65","68","112","154","75","1.1","10.0","248","8","45","2","拥有几百年的寿命。
据说会终其一生不断地守护着庭园。","671"
"672","skiddo","坐骑小羊","6","66","65","48","62","57","52","0.9","31.0","70","4","200","2","","672"
"673","gogoat","坐骑山羊","6","123","100","62","97","81","68","1.7","91.0","186","4","45","2","","673"
"674","pancham","顽皮熊猫","6","67","82","62","46","48","43","0.6","8.0","70","4","220","2","为了不被小看而一直瞪着对手，
然而绷紧的神经一旦稍有放松，
它就会在无意中露出笑脸。","674"
"675","pangoro","霸道熊猫","6","95","124","78","69","71","58","2.1","136.0","173","4","65","2","通过叶子来洞悉敌人的动向。
只要使出一记拳击就能
让大型翻斗车变成废铁。","675"
"676","furfrou","多丽米亚","6","75","80","60","65","90","102","1.2","28.0","165","4","160","2","如果置之不理，
体毛会不断地长长，
但只允许信赖的人修剪。","676"
"677","espurr","妙喵","6","62","48","54","63","60","68","0.3","3.5","71","4","190","2","虽然拥有可以弹飞
职业摔角手的精神力量，
却因无法好好控制而感到烦恼。","677"
"678","meowstic","超能妙喵","6","74","48","76","83","81","104","0.6","8.5","163","4","75","2","雄性的防卫本能很强，
在保护自己和伙伴时
能发挥最大的威力。","678"
"679","honedge","独剑鞘","6","45","80","100","35","37","28","0.8","2.0","65","4","180","2","独剑鞘剑格上的
蓝色眼珠是它的本体。
会用陈旧的布吸取人类的精气。","679"
"680","doublade","双剑鞘","6","59","110","150","45","49","35","0.8","4.5","157","4","90","2","２把剑会用令人眼花缭乱的
速度不断交替攻击和防御，
借以制服猎物。","680"
"681","aegislash","坚盾剑怪","6","60","50","140","50","140","60","1.7","53.0","234","4","45","2","坚盾剑怪曾经用强大的灵力
控制人和宝可梦，建立了
适合自己生活的国家。","681"
"682","spritzee","粉香香","6","78","52","60","63","65","23","0.2","0.5","68","4","200","2","身上飘出的香气
能让人们神魂颠倒。
贵妇们对它钟爱万分。","682"
"683","aromatisse","芳香精","6","101","72","72","99","89","29","0.8","15.5","162","4","140","2","会发出恶臭让敌人丧失战意，
或者发出芳香的味道
来帮助自己的伙伴。","683"
"684","swirlix","绵绵泡芙","6","62","48","66","59","57","49","0.4","3.5","68","4","200","2","蓬松的体毛闻起来
就像棉花糖一样甜甜的。
会放出黏糊糊的丝缠住敌人。","684"
"685","slurpuff","胖甜妮","6","82","80","86","85","75","72","0.8","5.0","168","4","140","2","因为体毛里富含空气，
所以摸起来十分柔软，
重量也比看起来要轻。","685"
"686","inkay","好啦鱿","6","53","54","53","37","46","45","0.4","3.5","58","4","190","2","会让敌人看到自己闪烁的
发光体来让对方丧失战意，
然后趁机逃之夭夭。","686"
"687","malamar","乌贼王","6","86","92","88","68","75","73","1.5","47.0","169","4","80","2","据说那些能够改变历史
的重大事件其实都和
乌贼王的催眠能力有关。","687"
"688","binacle","龟脚脚","6","42","52","67","39","56","50","0.5","31.0","61","4","120","2","如果２只龟脚脚配合得不好，
不但无法有效地攻击和防御，
甚至没办法生存下去。","688"
"689","barbaracle","龟足巨铠","6","72","105","115","54","86","68","1.3","96.0","175","4","45","2","用手掌上的眼珠来观察
前后左右的状况。遇上危机时
手脚会自己动起来打倒对手。","689"
"690","skrelp","垃垃藻","6","50","60","60","60","60","30","0.5","7.3","64","4","225","2","看上去很像腐烂的海藻，
因此会藏身于漂在海里的
碎藻中，骗过敌人的眼睛。","690"
"691","dragalge","毒藻龙","6","65","75","90","97","123","44","1.8","81.5","173","4","55","2","会通过将头上的伞状部分
伸出海面吸收阳光的方式，
在体内制造龙之能量。","691"
"692","clauncher","铁臂枪虾","6","50","53","62","58","63","44","0.5","8.3","66","4","225","1","通过引爆积蓄在右臂钳子中的
气体，像发射子弹般
将水喷射出去，击倒敌人。","692"
"693","clawitzer","钢炮臂虾","6","71","73","88","120","89","59","1.3","35.3","100","4","55","1","右臂是能够喷射
海水炮弹的大炮。
威力大到足以击沉油轮。","693"
"694","helioptile","伞电蜥","6","44","38","33","61","43","70","0.5","6.0","58","4","190","2","拥有太阳能发电的结构。
如果有人打扰它发电，
它就会因心理压力而衰弱。","694"
"695","heliolisk","光电伞蜥","6","62","55","52","109","94","109","1.0","21.0","168","4","75","2","如果展开颈伞沐浴阳光，
单凭１只光电伞蜥就能
制造出大城市所需的电力。","695"
"696","tyrunt","宝宝暴龙","6","58","89","77","45","45","48","0.8","26.0","72","1","45","2","又任性又爱撒娇。
即使它只是闹着玩，
也会让训练家受重伤。","696"
"697","tyrantrum","怪颚龙","6","82","121","119","69","59","71","2.5","270.0","182","1","45","2","如果被它的大颚咬到，
连汽车都会变得粉碎。
是古代世界的王者。","697"
